AP_DEP,AP_ARR,DEPART_PROG,HEURE_DEP,RETARD_DEPART,TAXI_TIME,TEMPS_VOL,DISTANCE,ARRIVEE_PROG,RETARD_ARRIVEE,DATE,COMPAGNIE,NOM_COMPAGNIE,NOM_AP_DEP,VILLE_DEP,PAYS_DEP,LON_DEP,LAT_DEP,HAUTEUR_DEP,COUT_10_DEP,COUT_SUP_DEP,NOM_AP_ARR,VILLE_ARR,PAYS_ARR,LON_ARR,LAT_ARR,HAUTEUR_ARR,COUT_10_ARR,COUT_SUP_ARR,ANNEE,MOIS,JOUR_SEM,HEURE_DEP_H,RETARD_BIN,RETARD_SEVERE,COUT_TOTAL,NOM_MOIS,NOM_JOUR,CRENEAU,SEGMENT_DIST
RUH,KIX,1630,1625.0,-5.0,13.0,96.0,532,1906,0.0,2018-06-29,MAF,Morally Ambiguious Fligthts,King Khaled International Airport,Riyadh,Arabie saoudite,46.69879913330078,24.957599639892575,2049.0,8146,370,Kansai International Airport,Osaka,Japon,135.24400329589844,34.42729949951172,26.0,1547,546,2018,6,4,16,0,0,10609,Jun,Ven,Après-midi (15-17h),Moyen (500-1500km)
JED,WRO,830,830.0,0.0,12.0,196.0,1026,1146,-31.0,2016-01-29,AAPF,Always A Problem Flights,King Abdulaziz International Airport,Jeddah,Arabie saoudite,39.156502,21.6796,48.0,2434,794,Copernicus WrocÅaw Airport,WrocÅaw,Pologne,16.885799408,51.1026992798,404.0,1422,78,2016,1,4,8,0,0,4728,Jan,Ven,Tôt matin (6-8h),Moyen (500-1500km)
DSS,GLA,825,825.0,0.0,39.0,171.0,983,1116,0.0,2016-12-16,NVPPA,Ne Va Pas Partout Airlines,Blaise Diagne International Airport,Dakar,Sénégal,-17.073333,14.67,290.0,5499,120,Glasgow International Airport,Glasgow,Royaume-Uni,-4.43306016922,55.8718986511,26.0,5389,289,2016,12,4,8,0,0,11297,Déc,Ven,Tôt matin (6-8h),Moyen (500-1500km)
SXF,DSS,1130,1139.0,9.0,14.0,274.0,2079,1904,-2.0,2017-12-23,NVPPA,Ne Va Pas Partout Airlines,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,Blaise Diagne International Airport,Dakar,Sénégal,-17.073333,14.67,290.0,5499,120,2017,12,5,11,0,0,8455,Déc,Sam,Matin (9-11h),Long (1500-3000km)
BLL,MPM,1850,1908.0,18.0,10.0,168.0,925,2038,0.0,2017-05-27,I6F,IE 6.0 Flights,Billund Airport,Billund,Danemark,9.15178012848,55.7402992249,247.0,6248,139,Maputo Airport,Maputo,Mozambique,32.572601,-25.920799,145.0,4778,12,2017,5,5,19,0,0,11177,Mai,Sam,Soirée (18-20h),Moyen (500-1500km)
FAO,BOH,620,618.0,-2.0,10.0,155.0,951,855,-4.0,2017-05-07,NA,Neverland Airlines,Faro Airport,Faro,Portugal,-7.96590995789,37.0144004822,24.0,2954,461,Bournemouth Airport,Bournemouth,Royaume-Uni,-1.8424999713897705,50.779998779296875,38.0,3147,278,2017,5,6,6,0,0,6840,Mai,Dim,Tôt matin (6-8h),Moyen (500-1500km)
BJV,SHJ,835,825.0,-10.0,7.0,96.0,296,911,-39.0,2017-08-29,SMITH,Bel Air,Milas Bodrum International Airport,Bodrum,Turquie,27.6643009186,37.25059890749999,21.0,3816,638,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2017,8,1,8,0,0,13036,Aoû,Mar,Tôt matin (6-8h),Court (<500km)
JNB,HAN,1159,1146.0,-13.0,19.0,106.0,602,1345,-10.0,2017-02-14,AAPF,Always A Problem Flights,OR Tambo International Airport,Johannesburg,Afrique du Sud,28.246,-26.1392,5558.0,2125,606,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,2017,2,1,11,0,0,11803,Fév,Mar,Matin (9-11h),Moyen (500-1500km)
DXB,TBS,1344,1341.0,-3.0,11.0,90.0,447,1514,-21.0,2017-09-10,COA,Corporate Overlord Airways,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,Tbilisi International Airport,Tbilisi,Géorgie,44.95470047,41.6692008972,1624.0,1582,722,2017,9,6,13,0,0,9538,Sep,Dim,Midi (12-14h),Court (<500km)
FRA,DKR,2021,2042.0,21.0,8.0,69.0,268,2130,9.0,2016-01-29,MAF,Morally Ambiguious Fligthts,Frankfurt am Main Airport,Frankfurt am Main,Allemagne,8.570556,50.033333,364.0,2366,67,LÃ©opold SÃ©dar Senghor International Airport,Dakar,Sénégal,-17.49020004272461,14.739700317382812,85.0,2692,517,2016,1,4,20,0,0,5642,Jan,Ven,Soirée (18-20h),Court (<500km)
AAL,BRE,859,857.0,-2.0,14.0,202.0,1416,1321,-23.0,2017-08-09,NVPPA,Ne Va Pas Partout Airlines,Aalborg Airport,Aalborg,Danemark,9.84924316406,57.0927589138,10.0,8346,353,Bremen Airport,Bremen,Allemagne,8.78666973114,53.0475006104,14.0,8515,185,2017,8,2,8,0,0,17399,Aoû,Mer,Tôt matin (6-8h),Moyen (500-1500km)
SXF,ALC,2251,2241.0,-10.0,16.0,98.0,451,29,-22.0,2017-06-06,MAF,Morally Ambiguious Fligthts,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,Alicante International Airport,Alicante,Espagne,-0.5581560134887695,38.28219985961914,142.0,6057,510,2017,6,1,22,0,0,9403,Jun,Mar,Nuit tardive (21-24h),Court (<500km)
BOD,AAL,1304,1256.0,-8.0,17.0,163.0,908,1447,-11.0,2018-03-19,I6F,IE 6.0 Flights,Bordeaux-MÃ©rignac Airport,Bordeaux/MÃ©rignac,France,-0.715556025505,44.8283004761,162.0,5166,417,Aalborg Airport,Aalborg,Danemark,9.84924316406,57.0927589138,10.0,8346,353,2018,3,0,12,0,0,14282,Mar,Lun,Midi (12-14h),Moyen (500-1500km)
TPE,AAL,1224,1218.0,-6.0,21.0,168.0,936,1412,-23.0,2018-11-18,NVPPA,Ne Va Pas Partout Airlines,Taiwan Taoyuan International Airport,Taipei,Taïwan,121.233002,25.0777,106.0,5279,265,Aalborg Airport,Aalborg,Danemark,9.84924316406,57.0927589138,10.0,8346,353,2018,11,6,12,0,0,14243,Nov,Dim,Midi (12-14h),Moyen (500-1500km)
CTU,SHJ,604,607.0,3.0,14.0,144.0,719,728,-9.0,2018-07-16,THA,Try Hard Airlines,Chengdu Shuangliu International Airport,Chengdu,Chine,103.9469985961914,30.578500747680664,1625.0,4289,838,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2018,7,0,6,0,0,13709,Jul,Lun,Tôt matin (6-8h),Moyen (500-1500km)
KRK,LTK,1820,1816.0,-4.0,24.0,179.0,1096,2119,-22.0,2018-08-26,COA,Corporate Overlord Airways,KrakÃ³w John Paul II International Airport,KrakÃ³w,Pologne,19.7848,50.077702,791.0,6705,539,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,2018,8,6,18,0,0,16690,Aoû,Dim,Soirée (18-20h),Moyen (500-1500km)
DSS,CPH,1739,1741.0,2.0,9.0,286.0,1927,1925,-3.0,2018-08-17,NVPPA,Ne Va Pas Partout Airlines,Blaise Diagne International Airport,Dakar,Sénégal,-17.073333,14.67,290.0,5499,120,Copenhagen Kastrup Airport,Copenhagen,Danemark,12.656000137329,55.617900848389,17.0,7541,493,2018,8,4,17,0,0,13653,Aoû,Ven,Après-midi (15-17h),Long (1500-3000km)
DXB,MPM,933,925.0,-8.0,13.0,72.0,224,1045,-14.0,2017-07-26,I6F,IE 6.0 Flights,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,Maputo Airport,Maputo,Mozambique,32.572601,-25.920799,145.0,4778,12,2017,7,2,9,0,0,12024,Jul,Mer,Matin (9-11h),Court (<500km)
TSF,JNB,620,613.0,-7.0,12.0,104.0,493,804,-3.0,2017-06-21,MAF,Morally Ambiguious Fligthts,Treviso-Sant'Angelo Airport,Treviso,Italie,12.1944,45.648399,59.0,9877,260,OR Tambo International Airport,Johannesburg,Afrique du Sud,28.246,-26.1392,5558.0,2125,606,2017,6,2,6,0,0,12868,Jun,Mer,Tôt matin (6-8h),Court (<500km)
VAR,AGP,1402,1355.0,-7.0,12.0,93.0,366,1535,-21.0,2018-03-28,NVPPA,Ne Va Pas Partout Airlines,Varna Airport,Varna,Bulgarie,27.8251,43.232101,230.0,174,135,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2018,3,2,13,0,0,1223,Mar,Mer,Midi (12-14h),Court (<500km)
CPH,HAN,1052,1049.0,-3.0,18.0,160.0,1024,1432,0.0,2017-09-03,THA,Try Hard Airlines,Copenhagen Kastrup Airport,Copenhagen,Danemark,12.656000137329,55.617900848389,17.0,7541,493,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,2017,9,6,10,0,0,17106,Sep,Dim,Matin (9-11h),Moyen (500-1500km)
TNA,HAJ,800,810.0,10.0,16.0,87.0,366,927,-1.0,2016-12-20,COA,Corporate Overlord Airways,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,Hannover Airport,Hannover,Allemagne,9.68507957458,52.461101532,183.0,993,571,2016,12,1,8,0,0,4425,Déc,Mar,Tôt matin (6-8h),Court (<500km)
TBS,KWL,940,932.0,-8.0,8.0,177.0,1182,1337,-22.0,2018-03-18,OA,Overpriced Air,Tbilisi International Airport,Tbilisi,Géorgie,44.95470047,41.6692008972,1624.0,1582,722,Guilin Liangjiang International Airport,Guilin City,Chine,110.03900146484376,25.21809959411621,570.0,2309,422,2018,3,6,9,0,0,5035,Mar,Dim,Matin (9-11h),Moyen (500-1500km)
SXF,ALC,1742,1745.0,3.0,29.0,96.0,451,1918,8.0,2016-04-13,MAF,Morally Ambiguious Fligthts,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,Alicante International Airport,Alicante,Espagne,-0.5581560134887695,38.28219985961914,142.0,6057,510,2016,4,2,17,0,0,9403,Avr,Mer,Après-midi (15-17h),Court (<500km)
BJV,SHJ,555,547.0,-8.0,16.0,83.0,296,618,-11.0,2016-09-28,SMITH,Bel Air,Milas Bodrum International Airport,Bodrum,Turquie,27.6643009186,37.25059890749999,21.0,3816,638,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2016,9,2,5,0,0,13036,Sep,Mer,Nuit (0-5h),Court (<500km)
CPH,AGP,725,721.0,-4.0,11.0,289.0,2182,1514,-33.0,2017-08-26,NVPPA,Ne Va Pas Partout Airlines,Copenhagen Kastrup Airport,Copenhagen,Danemark,12.656000137329,55.617900848389,17.0,7541,493,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2017,8,5,7,0,0,8948,Aoû,Sam,Tôt matin (6-8h),Long (1500-3000km)
BRU,MAN,1745,1740.0,-5.0,20.0,342.0,2486,2027,-2.0,2017-07-07,NVPPA,Ne Va Pas Partout Airlines,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,Manchester Airport,Manchester,Royaume-Uni,-2.2749500274658203,53.35369873046875,257.0,6322,681,2017,7,4,17,0,0,12128,Jul,Ven,Après-midi (15-17h),Long (1500-3000km)
BRE,SHJ,1345,1342.0,-3.0,11.0,194.0,1120,1559,3.0,2017-11-16,COA,Corporate Overlord Airways,Bremen Airport,Bremen,Allemagne,8.78666973114,53.0475006104,14.0,8515,185,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2017,11,3,13,0,0,17282,Nov,Jeu,Midi (12-14h),Moyen (500-1500km)
MPM,TNA,1250,1242.0,-8.0,10.0,156.0,912,1626,-15.0,2018-06-22,I6F,IE 6.0 Flights,Maputo Airport,Maputo,Mozambique,32.572601,-25.920799,145.0,4778,12,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,2018,6,4,12,0,0,7651,Jun,Ven,Midi (12-14h),Moyen (500-1500km)
DSS,NCE,1748,1745.0,-3.0,15.0,99.0,549,1927,-9.0,2017-08-02,NVPPA,Ne Va Pas Partout Airlines,Blaise Diagne International Airport,Dakar,Sénégal,-17.073333,14.67,290.0,5499,120,Nice-CÃ´te d'Azur Airport,Nice,France,7.215869903560001,43.6584014893,12.0,8566,350,2017,8,2,17,0,0,14535,Aoû,Mer,Après-midi (15-17h),Moyen (500-1500km)
BRU,TBS,2359,2358.0,-1.0,12.0,221.0,1670,540,-22.0,2018-11-28,THA,Try Hard Airlines,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,Tbilisi International Airport,Tbilisi,Géorgie,44.95470047,41.6692008972,1624.0,1582,722,2018,11,2,23,0,0,7429,Nov,Mer,Nuit tardive (21-24h),Long (1500-3000km)
BLL,DUR,1430,1423.0,-7.0,13.0,131.0,818,1641,-9.0,2018-06-11,OA,Overpriced Air,Billund Airport,Billund,Danemark,9.15178012848,55.7402992249,247.0,6248,139,King Shaka International Airport,Durban,Afrique du Sud,31.1197222222,-29.6144444444,295.0,5737,823,2018,6,0,14,0,0,12947,Jun,Lun,Midi (12-14h),Moyen (500-1500km)
LTK,SHJ,1331,1325.0,-6.0,21.0,164.0,733,1515,-17.0,2016-07-27,COA,Corporate Overlord Airways,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2016,7,2,13,0,0,18028,Jul,Mer,Midi (12-14h),Moyen (500-1500km)
XIY,KIX,525,524.0,-1.0,12.0,84.0,461,749,4.0,2018-08-04,MAF,Morally Ambiguious Fligthts,Xi'an Xianyang International Airport,Xi'an,Chine,108.751999,34.447102,1572.0,6206,688,Kansai International Airport,Osaka,Japon,135.24400329589844,34.42729949951172,26.0,1547,546,2018,8,5,5,0,0,8987,Aoû,Sam,Nuit (0-5h),Court (<500km)
SVG,AGP,1113,1110.0,-3.0,7.0,109.0,554,1302,-12.0,2016-03-13,NVPPA,Ne Va Pas Partout Airlines,Stavanger Airport Sola,Stavanger,Norvège,5.6377801895,58.876701354,29.0,3221,440,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2016,3,6,11,0,0,4575,Mar,Dim,Matin (9-11h),Moyen (500-1500km)
JNB,ALA,1850,1844.0,-6.0,19.0,144.0,843,2314,-21.0,2018-08-16,MAF,Morally Ambiguious Fligthts,OR Tambo International Airport,Johannesburg,Afrique du Sud,28.246,-26.1392,5558.0,2125,606,Almaty Airport,Almaty,Kazakhstan,77.04049682617188,43.35210037231445,2234.0,534,419,2018,8,3,18,0,0,3684,Aoû,Jeu,Soirée (18-20h),Moyen (500-1500km)
NGO,SXF,940,943.0,3.0,10.0,230.0,1504,1130,-20.0,2018-08-09,THA,Try Hard Airlines,Chubu Centrair International Airport,Tokoname,Japon,136.80499267578125,34.8583984375,15.0,8053,689,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,2018,8,3,9,0,0,11578,Aoû,Jeu,Matin (9-11h),Long (1500-3000km)
SXF,KWL,2115,2109.0,-6.0,18.0,338.0,2586,553,-31.0,2016-05-12,NVPPA,Ne Va Pas Partout Airlines,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,Guilin Liangjiang International Airport,Guilin City,Chine,110.03900146484376,25.21809959411621,570.0,2309,422,2016,5,3,21,0,0,5567,Mai,Jeu,Nuit tardive (21-24h),Long (1500-3000km)
TNA,BOH,725,721.0,-4.0,13.0,94.0,449,859,-5.0,2018-03-09,NA,Neverland Airlines,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,Bournemouth Airport,Bournemouth,Royaume-Uni,-1.8424999713897705,50.779998779296875,38.0,3147,278,2018,3,4,7,0,0,6286,Mar,Ven,Tôt matin (6-8h),Court (<500km)
AGP,DSS,1455,1453.0,-2.0,14.0,120.0,594,1655,-13.0,2018-01-07,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Blaise Diagne International Airport,Dakar,Sénégal,-17.073333,14.67,290.0,5499,120,2018,1,6,14,0,0,6533,Jan,Dim,Midi (12-14h),Moyen (500-1500km)
NIM,AGP,645,644.0,-1.0,11.0,70.0,134,855,-21.0,2017-01-12,NVPPA,Ne Va Pas Partout Airlines,Diori Hamani International Airport,Niamey,Niger,2.18361,13.4815,732.0,610,287,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2017,1,3,6,0,0,1811,Jan,Jeu,Tôt matin (6-8h),Court (<500km)
HAN,DLC,920,919.0,-1.0,9.0,149.0,1014,1249,-8.0,2018-07-15,AAPF,Always A Problem Flights,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,Zhoushuizi Airport,Dalian,Chine,121.53900146484376,38.9656982421875,107.0,7443,867,2018,7,6,9,0,0,17382,Jul,Dim,Matin (9-11h),Moyen (500-1500km)
HAN,SKP,1908,1927.0,19.0,44.0,93.0,406,2041,,2017-01-07,MAF,Morally Ambiguious Fligthts,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,Skopje Alexander the Great Airport,Skopje,Macédoine du Nord,21.621401,41.961601,781.0,6090,684,2017,1,5,19,0,0,15846,Jan,Sam,Soirée (18-20h),Court (<500km)
GLA,MPM,1119,1110.0,-9.0,15.0,133.0,787,1232,-16.0,2016-08-06,THA,Try Hard Airlines,Glasgow International Airport,Glasgow,Royaume-Uni,-4.43306016922,55.8718986511,26.0,5389,289,Maputo Airport,Maputo,Mozambique,32.572601,-25.920799,145.0,4778,12,2016,8,5,11,0,0,10468,Aoû,Sam,Matin (9-11h),Moyen (500-1500km)
BOD,SXF,1925,1929.0,4.0,15.0,348.0,2419,2213,-6.0,2016-06-21,THA,Try Hard Airlines,Bordeaux-MÃ©rignac Airport,Bordeaux/MÃ©rignac,France,-0.715556025505,44.8283004761,162.0,5166,417,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,2016,6,1,19,0,0,8419,Jun,Mar,Soirée (18-20h),Long (1500-3000km)
TGD,AGP,1830,1821.0,-9.0,17.0,95.0,484,2105,0.0,2016-03-19,NVPPA,Ne Va Pas Partout Airlines,Podgorica Airport,Podgorica,Monténégro,19.2519,42.359402,141.0,8090,737,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2016,3,5,18,0,0,9741,Mar,Sam,Soirée (18-20h),Court (<500km)
ALG,KRK,1150,1204.0,14.0,17.0,65.0,192,1255,12.0,2016-07-27,COA,Corporate Overlord Airways,Houari Boumediene Airport,Algiers,Algérie,3.215409994125366,36.69100189208984,82.0,5654,786,KrakÃ³w John Paul II International Airport,KrakÃ³w,Pologne,19.7848,50.077702,791.0,6705,539,2016,7,2,12,0,0,13684,Jul,Mer,Midi (12-14h),Court (<500km)
MAN,DXB,2035,2032.0,-3.0,8.0,443.0,3711,858,-27.0,2018-08-07,COA,Corporate Overlord Airways,Manchester Airport,Manchester,Royaume-Uni,-2.2749500274658203,53.35369873046875,257.0,6322,681,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,2018,8,1,20,0,0,14237,Aoû,Mar,Soirée (18-20h),Ultra-long (>3000km)
AGP,DXB,1000,959.0,-1.0,17.0,138.0,731,1118,-11.0,2016-08-24,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,2016,8,2,9,0,0,8148,Aoû,Mer,Matin (9-11h),Moyen (500-1500km)
PEK,DXB,800,753.0,-7.0,11.0,180.0,1205,1300,-9.0,2016-09-30,COA,Corporate Overlord Airways,Beijing Capital International Airport,Beijing,Chine,116.58499908447266,40.080101013183594,116.0,6072,602,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,2016,9,4,7,0,0,13908,Sep,Ven,Tôt matin (6-8h),Moyen (500-1500km)
CPH,SXF,730,720.0,-10.0,13.0,137.0,679,947,-24.0,2016-03-30,THA,Try Hard Airlines,Copenhagen Kastrup Airport,Copenhagen,Danemark,12.656000137329,55.617900848389,17.0,7541,493,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,2016,3,2,7,0,0,10870,Mar,Mer,Tôt matin (6-8h),Moyen (500-1500km)
BOD,SHJ,820,821.0,1.0,13.0,125.0,589,925,-5.0,2016-03-13,THA,Try Hard Airlines,Bordeaux-MÃ©rignac Airport,Bordeaux/MÃ©rignac,France,-0.715556025505,44.8283004761,162.0,5166,417,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2016,3,6,8,0,0,14165,Mar,Dim,Tôt matin (6-8h),Moyen (500-1500km)
TPE,SXF,605,606.0,1.0,16.0,380.0,2457,925,-19.0,2017-03-10,THA,Try Hard Airlines,Taiwan Taoyuan International Airport,Taipei,Taïwan,121.233002,25.0777,106.0,5279,265,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,2017,3,4,6,0,0,8380,Mar,Ven,Tôt matin (6-8h),Long (1500-3000km)
AAL,LTK,1915,1932.0,17.0,12.0,162.0,1020,2257,14.0,2018-11-18,NVPPA,Ne Va Pas Partout Airlines,Aalborg Airport,Aalborg,Danemark,9.84924316406,57.0927589138,10.0,8346,353,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,2018,11,6,19,0,0,18145,Nov,Dim,Soirée (18-20h),Moyen (500-1500km)
KMG,CTU,1953,1942.0,-11.0,8.0,97.0,445,2130,-20.0,2018-09-01,I6F,IE 6.0 Flights,Kunming Changshui International Airport,Kunming,Chine,102.9291667,25.1019444,6903.0,2849,732,Chengdu Shuangliu International Airport,Chengdu,Chine,103.9469985961914,30.578500747680664,1625.0,4289,838,2018,9,5,19,0,0,8708,Sep,Sam,Soirée (18-20h),Court (<500km)
MPM,KRK,1955,2010.0,15.0,16.0,139.0,964,2314,9.0,2017-03-23,THA,Try Hard Airlines,Maputo Airport,Maputo,Mozambique,32.572601,-25.920799,145.0,4778,12,KrakÃ³w John Paul II International Airport,KrakÃ³w,Pologne,19.7848,50.077702,791.0,6705,539,2017,3,3,20,0,0,12034,Mar,Jeu,Soirée (18-20h),Moyen (500-1500km)
AGP,ABV,1050,1053.0,3.0,10.0,95.0,448,1125,-8.0,2016-05-16,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Nnamdi Azikiwe International Airport,Abuja,Nigeria,7.263169765472412,9.006790161132812,1123.0,6338,272,2016,5,0,10,0,0,7524,Mai,Lun,Matin (9-11h),Court (<500km)
GLA,AGP,1445,1444.0,-1.0,14.0,99.0,406,1624,-19.0,2018-05-14,NVPPA,Ne Va Pas Partout Airlines,Glasgow International Airport,Glasgow,Royaume-Uni,-4.43306016922,55.8718986511,26.0,5389,289,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2018,5,0,14,0,0,6592,Mai,Lun,Midi (12-14h),Court (<500km)
AGP,UFA,1911,1908.0,-3.0,15.0,55.0,147,1906,-12.0,2016-06-06,I6F,IE 6.0 Flights,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Ufa International Airport,Ufa,Russie,55.874401092529,54.557498931885,449.0,1090,200,2016,6,0,19,0,0,2204,Jun,Lun,Soirée (18-20h),Court (<500km)
DSS,KRK,1205,1203.0,-2.0,25.0,184.0,1145,1509,-9.0,2016-05-01,NVPPA,Ne Va Pas Partout Airlines,Blaise Diagne International Airport,Dakar,Sénégal,-17.073333,14.67,290.0,5499,120,KrakÃ³w John Paul II International Airport,KrakÃ³w,Pologne,19.7848,50.077702,791.0,6705,539,2016,5,6,12,0,0,12863,Mai,Dim,Midi (12-14h),Moyen (500-1500km)
NCE,TNA,1255,1256.0,1.0,19.0,128.0,644,1503,-5.0,2017-06-24,NA,Neverland Airlines,Nice-CÃ´te d'Azur Airport,Nice,France,7.215869903560001,43.6584014893,12.0,8566,350,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,2017,6,5,12,0,0,11777,Jun,Sam,Midi (12-14h),Moyen (500-1500km)
HAN,GLA,1043,1057.0,14.0,36.0,202.0,1506,1605,14.0,2017-02-16,THA,Try Hard Airlines,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,Glasgow International Airport,Glasgow,Royaume-Uni,-4.43306016922,55.8718986511,26.0,5389,289,2017,2,3,10,0,0,14750,Fév,Jeu,Matin (9-11h),Long (1500-3000km)
HAN,SXF,1129,1133.0,4.0,18.0,170.0,967,1319,-5.0,2016-09-04,THA,Try Hard Airlines,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,2016,9,6,11,0,0,11908,Sep,Dim,Matin (9-11h),Moyen (500-1500km)
AGP,AMM,1131,1142.0,11.0,10.0,81.0,356,1252,2.0,2016-06-19,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Queen Alia International Airport,Amman,Jordanie,35.9931983948,31.7226009369,2395.0,7452,781,2016,6,6,11,0,0,9147,Jun,Dim,Matin (9-11h),Court (<500km)
DXB,DLC,700,654.0,-6.0,10.0,112.0,631,852,-21.0,2016-08-31,COA,Corporate Overlord Airways,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,Zhoushuizi Airport,Dalian,Chine,121.53900146484376,38.9656982421875,107.0,7443,867,2016,8,2,6,0,0,15544,Aoû,Mer,Tôt matin (6-8h),Moyen (500-1500km)
BRU,RUH,1240,1242.0,2.0,26.0,93.0,373,1413,6.0,2018-09-22,MAF,Morally Ambiguious Fligthts,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,King Khaled International Airport,Riyadh,Arabie saoudite,46.69879913330078,24.957599639892575,2049.0,8146,370,2018,9,5,12,0,0,13641,Sep,Sam,Midi (12-14h),Court (<500km)
AGP,ICN,1210,,,,82.0,352,1232,,2017-12-24,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Incheon International Airport,Seoul,Corée du Sud,126.45099639892578,37.46910095214844,23.0,7900,135,2017,12,6,,0,0,8949,Déc,Dim,,Court (<500km)
